CompositeKeyWritable{location='Iowa', topic='Stroke'}	22
CompositeKeyWritable{location='Kansas', topic='Stroke'}	21
CompositeKeyWritable{location='Maryland', topic='Stroke'}	1
CompositeKeyWritable{location='Kansas', topic='Stroke'}	1
CompositeKeyWritable{location='Kentucky', topic='Stroke'}	22
CompositeKeyWritable{location='Louisiana', topic='Stroke'}	22
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='Maine', topic='Stroke'}	14
CompositeKeyWritable{location='Maryland', topic='Stroke'}	1
CompositeKeyWritable{location='Maine', topic='Stroke'}	8
CompositeKeyWritable{location='Maryland', topic='Stroke'}	20
CompositeKeyWritable{location='Massachusetts', topic='Stroke'}	22
CompositeKeyWritable{location='Michigan', topic='Stroke'}	22
CompositeKeyWritable{location='Minnesota', topic='Stroke'}	6
CompositeKeyWritable{location='Mississippi', topic='Stroke'}	1
CompositeKeyWritable{location='Minnesota', topic='Stroke'}	16
CompositeKeyWritable{location='Mississippi', topic='Stroke'}	21
CompositeKeyWritable{location='Missouri', topic='Stroke'}	10
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='Missouri', topic='Stroke'}	12
CompositeKeyWritable{location='Montana', topic='Stroke'}	18
CompositeKeyWritable{location='Nevada', topic='Stroke'}	1
CompositeKeyWritable{location='Montana', topic='Stroke'}	4
CompositeKeyWritable{location='Nebraska', topic='Stroke'}	16
CompositeKeyWritable{location='New Hampshire', topic='Stroke'}	1
CompositeKeyWritable{location='Nebraska', topic='Stroke'}	6
CompositeKeyWritable{location='Nevada', topic='Stroke'}	21
CompositeKeyWritable{location='New Hampshire', topic='Stroke'}	21
CompositeKeyWritable{location='New Jersey', topic='Stroke'}	4
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='New Jersey', topic='Stroke'}	18
CompositeKeyWritable{location='New Mexico', topic='Stroke'}	19
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='New Mexico', topic='Stroke'}	3
CompositeKeyWritable{location='New York', topic='Stroke'}	15
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='New York', topic='Stroke'}	7
CompositeKeyWritable{location='North Carolina', topic='Stroke'}	22
CompositeKeyWritable{location='North Dakota', topic='Stroke'}	22
CompositeKeyWritable{location='Ohio', topic='Stroke'}	22
CompositeKeyWritable{location='Oklahoma', topic='Stroke'}	2
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='Oklahoma', topic='Stroke'}	20
CompositeKeyWritable{location='Oregon', topic='Stroke'}	17
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='Oregon', topic='Stroke'}	5
CompositeKeyWritable{location='Pennsylvania', topic='Stroke'}	22
CompositeKeyWritable{location='Rhode Island', topic='Stroke'}	22
CompositeKeyWritable{location='South Carolina', topic='Stroke'}	22
CompositeKeyWritable{location='South Dakota', topic='Stroke'}	22
CompositeKeyWritable{location='Tennessee', topic='Stroke'}	22
CompositeKeyWritable{location='Texas', topic='Stroke'}	22
CompositeKeyWritable{location='Utah', topic='Stroke'}	22
CompositeKeyWritable{location='Vermont', topic='Stroke'}	22
CompositeKeyWritable{location='Virginia', topic='Stroke'}	22
CompositeKeyWritable{location='Washington', topic='Stroke'}	22
CompositeKeyWritable{location='West Virginia', topic='Stroke'}	22
CompositeKeyWritable{location='Wisconsin', topic='Stroke'}	22
CompositeKeyWritable{location='Wyoming', topic='Stroke'}	17
CompositeKeyWritable{location='Alabama', topic='Stroke'}	7
CompositeKeyWritable{location='Wyoming', topic='Stroke'}	5
CompositeKeyWritable{location='Alabama', topic='Stroke'}	22
CompositeKeyWritable{location='Alaska', topic='Stroke'}	17
CompositeKeyWritable{location='Arkansas', topic='Stroke'}	1
CompositeKeyWritable{location='Alaska', topic='Stroke'}	5
CompositeKeyWritable{location='Arizona', topic='Stroke'}	22
CompositeKeyWritable{location='Arkansas', topic='Stroke'}	21
CompositeKeyWritable{location='California', topic='Stroke'}	22
CompositeKeyWritable{location='Colorado', topic='Stroke'}	22
CompositeKeyWritable{location='Connecticut', topic='Stroke'}	7
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='Connecticut', topic='Stroke'}	15
CompositeKeyWritable{location='Delaware', topic='Stroke'}	22
CompositeKeyWritable{location='Washington DC', topic='Stroke'}	22
CompositeKeyWritable{location='Florida', topic='Stroke'}	22
CompositeKeyWritable{location='Georgia', topic='Stroke'}	22
CompositeKeyWritable{location='Hawaii', topic='Stroke'}	22
CompositeKeyWritable{location='Idaho', topic='Stroke'}	22
CompositeKeyWritable{location='Illinois', topic='Stroke'}	22
CompositeKeyWritable{location='Indiana', topic='Stroke'}	22
CompositeKeyWritable{location='Iowa', topic='Stroke'}	22
CompositeKeyWritable{location='Kansas', topic='Stroke'}	22
CompositeKeyWritable{location='Kentucky', topic='Stroke'}	22
CompositeKeyWritable{location='Louisiana', topic='Stroke'}	22
CompositeKeyWritable{location='Maine', topic='Stroke'}	18
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='Maine', topic='Stroke'}	4
CompositeKeyWritable{location='Maryland', topic='Stroke'}	22
CompositeKeyWritable{location='Massachusetts', topic='Stroke'}	22
CompositeKeyWritable{location='Michigan', topic='Stroke'}	22
CompositeKeyWritable{location='Minnesota', topic='Stroke'}	11
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='Minnesota', topic='Stroke'}	11
CompositeKeyWritable{location='Mississippi', topic='Stroke'}	11
CompositeKeyWritable{location='Maine', topic='Stroke'}	1
CompositeKeyWritable{location='Mississippi', topic='Stroke'}	11
CompositeKeyWritable{location='Missouri', topic='Stroke'}	22
CompositeKeyWritable{location='Montana', topic='Stroke'}	22
CompositeKeyWritable{location='Nebraska', topic='Stroke'}	16
CompositeKeyWritable{location='New Hampshire', topic='Stroke'}	1
CompositeKeyWritable{location='Nebraska', topic='Stroke'}	6
CompositeKeyWritable{location='Nevada', topic='Stroke'}	22
CompositeKeyWritable{location='New Hampshire', topic='Stroke'}	21
CompositeKeyWritable{location='New Jersey', topic='Stroke'}	22
CompositeKeyWritable{location='New Mexico', topic='Stroke'}	22
CompositeKeyWritable{location='New York', topic='Stroke'}	22
CompositeKeyWritable{location='North Carolina', topic='Stroke'}	22
CompositeKeyWritable{location='North Dakota', topic='Stroke'}	22
CompositeKeyWritable{location='Ohio', topic='Stroke'}	22
CompositeKeyWritable{location='Oklahoma', topic='Stroke'}	22
CompositeKeyWritable{location='Oregon', topic='Stroke'}	22
CompositeKeyWritable{location='Pennsylvania', topic='Stroke'}	22
CompositeKeyWritable{location='Rhode Island', topic='Stroke'}	22
CompositeKeyWritable{location='South Carolina', topic='Stroke'}	22
CompositeKeyWritable{location='South Dakota', topic='Stroke'}	22
CompositeKeyWritable{location='Tennessee', topic='Stroke'}	22
CompositeKeyWritable{location='Texas', topic='Stroke'}	22
CompositeKeyWritable{location='Utah', topic='Stroke'}	22
CompositeKeyWritable{location='Vermont', topic='Stroke'}	22
CompositeKeyWritable{location='Virginia', topic='Stroke'}	22
CompositeKeyWritable{location='Washington', topic='Stroke'}	6
CompositeKeyWritable{location='West Virginia', topic='Stroke'}	1
CompositeKeyWritable{location='Washington', topic='Stroke'}	16
CompositeKeyWritable{location='West Virginia', topic='Stroke'}	21
CompositeKeyWritable{location='Wisconsin', topic='Stroke'}	15
CompositeKeyWritable{location='Maine', topic='Stroke'}	1
CompositeKeyWritable{location='Wisconsin', topic='Stroke'}	7
CompositeKeyWritable{location='Wyoming', topic='Stroke'}	22
CompositeKeyWritable{location='Alabama', topic='Stroke'}	22
CompositeKeyWritable{location='Alaska', topic='Stroke'}	22
CompositeKeyWritable{location='Arizona', topic='Stroke'}	22
CompositeKeyWritable{location='Arkansas', topic='Stroke'}	22
CompositeKeyWritable{location='California', topic='Stroke'}	22
CompositeKeyWritable{location='Colorado', topic='Stroke'}	22
CompositeKeyWritable{location='Connecticut', topic='Stroke'}	11
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='Connecticut', topic='Stroke'}	11
CompositeKeyWritable{location='Delaware', topic='Stroke'}	22
CompositeKeyWritable{location='Washington DC', topic='Stroke'}	22
CompositeKeyWritable{location='Florida', topic='Stroke'}	22
CompositeKeyWritable{location='Georgia', topic='Stroke'}	22
CompositeKeyWritable{location='Hawaii', topic='Stroke'}	22
CompositeKeyWritable{location='Idaho', topic='Stroke'}	22
CompositeKeyWritable{location='Illinois', topic='Stroke'}	22
CompositeKeyWritable{location='Indiana', topic='Stroke'}	21
CompositeKeyWritable{location='Kentucky', topic='Stroke'}	1
CompositeKeyWritable{location='Indiana', topic='Stroke'}	1
CompositeKeyWritable{location='Iowa', topic='Stroke'}	18
CompositeKeyWritable{location='Louisiana', topic='Stroke'}	1
CompositeKeyWritable{location='Iowa', topic='Stroke'}	4
CompositeKeyWritable{location='Kansas', topic='Stroke'}	22
CompositeKeyWritable{location='Kentucky', topic='Stroke'}	21
CompositeKeyWritable{location='Louisiana', topic='Stroke'}	21
CompositeKeyWritable{location='Maine', topic='Stroke'}	4
CompositeKeyWritable{location='Ohio', topic='Stroke'}	1
CompositeKeyWritable{location='Maine', topic='Stroke'}	18
CompositeKeyWritable{location='Maryland', topic='Stroke'}	22
CompositeKeyWritable{location='Massachusetts', topic='Stroke'}	22
CompositeKeyWritable{location='Michigan', topic='Stroke'}	22
CompositeKeyWritable{location='Minnesota', topic='Stroke'}	22
CompositeKeyWritable{location='Mississippi', topic='Stroke'}	22
CompositeKeyWritable{location='Missouri', topic='Stroke'}	22
CompositeKeyWritable{location='Montana', topic='Stroke'}	22
CompositeKeyWritable{location='Nebraska', topic='Stroke'}	22
CompositeKeyWritable{location='Nevada', topic='Stroke'}	22
CompositeKeyWritable{location='New Hampshire', topic='Stroke'}	22
CompositeKeyWritable{location='New Jersey', topic='Stroke'}	22
CompositeKeyWritable{location='New Mexico', topic='Stroke'}	15
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='New Mexico', topic='Stroke'}	7
CompositeKeyWritable{location='New York', topic='Stroke'}	22
CompositeKeyWritable{location='North Carolina', topic='Stroke'}	22
CompositeKeyWritable{location='North Dakota', topic='Stroke'}	22
CompositeKeyWritable{location='Ohio', topic='Stroke'}	22
CompositeKeyWritable{location='Oklahoma', topic='Stroke'}	22
CompositeKeyWritable{location='Oregon', topic='Stroke'}	22
CompositeKeyWritable{location='Pennsylvania', topic='Stroke'}	22
CompositeKeyWritable{location='Rhode Island', topic='Stroke'}	22
CompositeKeyWritable{location='South Carolina', topic='Stroke'}	22
CompositeKeyWritable{location='South Dakota', topic='Stroke'}	22
CompositeKeyWritable{location='Tennessee', topic='Stroke'}	22
CompositeKeyWritable{location='Texas', topic='Stroke'}	22
CompositeKeyWritable{location='Utah', topic='Stroke'}	22
CompositeKeyWritable{location='Vermont', topic='Stroke'}	22
CompositeKeyWritable{location='Virginia', topic='Stroke'}	22
CompositeKeyWritable{location='Washington', topic='Stroke'}	22
CompositeKeyWritable{location='West Virginia', topic='Stroke'}	22
CompositeKeyWritable{location='Wisconsin', topic='Stroke'}	15
CompositeKeyWritable{location='Wyoming', topic='Stroke'}	1
CompositeKeyWritable{location='Wisconsin', topic='Stroke'}	7
CompositeKeyWritable{location='Wyoming', topic='Stroke'}	21
CompositeKeyWritable{location='Alabama', topic='Stroke'}	22
CompositeKeyWritable{location='Alaska', topic='Stroke'}	22
CompositeKeyWritable{location='Arizona', topic='Stroke'}	22
CompositeKeyWritable{location='Arkansas', topic='Stroke'}	6
CompositeKeyWritable{location='California', topic='Stroke'}	1
CompositeKeyWritable{location='Arkansas', topic='Stroke'}	16
CompositeKeyWritable{location='California', topic='Stroke'}	21
CompositeKeyWritable{location='Colorado', topic='Stroke'}	22
CompositeKeyWritable{location='Connecticut', topic='Stroke'}	22
CompositeKeyWritable{location='Delaware', topic='Stroke'}	15
CompositeKeyWritable{location='Alabama', topic='Stroke'}	1
CompositeKeyWritable{location='Delaware', topic='Stroke'}	7
CompositeKeyWritable{location='Washington DC', topic='Stroke'}	21
CompositeKeyWritable{location='Alaska', topic='Stroke'}	1
CompositeKeyWritable{location='Washington DC', topic='Stroke'}	1
CompositeKeyWritable{location='Florida', topic='Stroke'}	22
CompositeKeyWritable{location='Georgia', topic='Stroke'}	22
CompositeKeyWritable{location='Hawaii', topic='Stroke'}	22
CompositeKeyWritable{location='Idaho', topic='Stroke'}	2
CompositeKeyWritable{location='Alaska', topic='Stroke'}	1
CompositeKeyWritable{location='Idaho', topic='Stroke'}	20
CompositeKeyWritable{location='Illinois', topic='Stroke'}	22
CompositeKeyWritable{location='Indiana', topic='Stroke'}	22
CompositeKeyWritable{location='Iowa', topic='Stroke'}	18
CompositeKeyWritable{location='Louisiana', topic='Stroke'}	1
CompositeKeyWritable{location='Iowa', topic='Stroke'}	4
CompositeKeyWritable{location='Kansas', topic='Stroke'}	22
CompositeKeyWritable{location='Kentucky', topic='Stroke'}	9
CompositeKeyWritable{location='Alaska', topic='Stroke'}	1
CompositeKeyWritable{location='Kentucky', topic='Stroke'}	13
CompositeKeyWritable{location='Louisiana', topic='Stroke'}	21
CompositeKeyWritable{location='Maine', topic='Stroke'}	20
CompositeKeyWritable{location='Maryland', topic='Stroke'}	22
CompositeKeyWritable{location='Massachusetts', topic='Stroke'}	6
CompositeKeyWritable{location='Michigan', topic='Stroke'}	1
CompositeKeyWritable{location='Massachusetts', topic='Stroke'}	16
CompositeKeyWritable{location='Michigan', topic='Stroke'}	21
CompositeKeyWritable{location='Minnesota', topic='Stroke'}	22
CompositeKeyWritable{location='Mississippi', topic='Stroke'}	16
CompositeKeyWritable{location='Alaska', topic='Stroke'}	1
CompositeKeyWritable{location='Mississippi', topic='Stroke'}	6
CompositeKeyWritable{location='Missouri', topic='Stroke'}	22
CompositeKeyWritable{location='Montana', topic='Stroke'}	22
CompositeKeyWritable{location='Nebraska', topic='Stroke'}	22
CompositeKeyWritable{location='Nevada', topic='Stroke'}	22
CompositeKeyWritable{location='New Hampshire', topic='Stroke'}	22
CompositeKeyWritable{location='New Jersey', topic='Stroke'}	22
CompositeKeyWritable{location='New Mexico', topic='Stroke'}	18
CompositeKeyWritable{location='Alaska', topic='Stroke'}	1
CompositeKeyWritable{location='New Mexico', topic='Stroke'}	4
CompositeKeyWritable{location='New York', topic='Stroke'}	22
CompositeKeyWritable{location='North Carolina', topic='Stroke'}	22
CompositeKeyWritable{location='North Dakota', topic='Stroke'}	22
CompositeKeyWritable{location='Ohio', topic='Stroke'}	22
CompositeKeyWritable{location='Oklahoma', topic='Stroke'}	22
CompositeKeyWritable{location='Oregon', topic='Stroke'}	22
CompositeKeyWritable{location='Pennsylvania', topic='Stroke'}	22
CompositeKeyWritable{location='Rhode Island', topic='Stroke'}	22
CompositeKeyWritable{location='South Carolina', topic='Stroke'}	22
CompositeKeyWritable{location='South Dakota', topic='Stroke'}	22
CompositeKeyWritable{location='Tennessee', topic='Stroke'}	22
CompositeKeyWritable{location='Texas', topic='Stroke'}	22
CompositeKeyWritable{location='Utah', topic='Stroke'}	22
CompositeKeyWritable{location='Vermont', topic='Stroke'}	22
CompositeKeyWritable{location='Virginia', topic='Stroke'}	22
CompositeKeyWritable{location='Washington', topic='Stroke'}	22
CompositeKeyWritable{location='West Virginia', topic='Stroke'}	22
CompositeKeyWritable{location='Wisconsin', topic='Stroke'}	22
CompositeKeyWritable{location='Wyoming', topic='Smoking'}	43
CompositeKeyWritable{location='Wisconsin', topic='Smoking'}	22
CompositeKeyWritable{location='West Virginia', topic='Smoking'}	22
CompositeKeyWritable{location='Washington', topic='Smoking'}	22
CompositeKeyWritable{location='Virginia', topic='Smoking'}	22
CompositeKeyWritable{location='Vermont', topic='Smoking'}	22
CompositeKeyWritable{location='Utah', topic='Smoking'}	22
CompositeKeyWritable{location='Texas', topic='Smoking'}	22
CompositeKeyWritable{location='Tennessee', topic='Smoking'}	22
CompositeKeyWritable{location='South Dakota', topic='Smoking'}	22
CompositeKeyWritable{location='South Carolina', topic='Smoking'}	21
CompositeKeyWritable{location='Rhode Island', topic='Smoking'}	22
CompositeKeyWritable{location='Pennsylvania', topic='Smoking'}	22
CompositeKeyWritable{location='Oregon', topic='Smoking'}	21
CompositeKeyWritable{location='Oklahoma', topic='Smoking'}	22
CompositeKeyWritable{location='Ohio', topic='Smoking'}	19
CompositeKeyWritable{location='North Dakota', topic='Smoking'}	22
CompositeKeyWritable{location='North Carolina', topic='Smoking'}	22
CompositeKeyWritable{location='New York', topic='Smoking'}	21
CompositeKeyWritable{location='New Mexico', topic='Smoking'}	22
CompositeKeyWritable{location='New Jersey', topic='Smoking'}	21
CompositeKeyWritable{location='New Hampshire', topic='Smoking'}	21
CompositeKeyWritable{location='Nevada', topic='Smoking'}	22
CompositeKeyWritable{location='Nebraska', topic='Smoking'}	21
CompositeKeyWritable{location='Montana', topic='Smoking'}	21
CompositeKeyWritable{location='Missouri', topic='Smoking'}	22
CompositeKeyWritable{location='Mississippi', topic='Smoking'}	22
CompositeKeyWritable{location='Minnesota', topic='Smoking'}	22
CompositeKeyWritable{location='Michigan', topic='Smoking'}	22
CompositeKeyWritable{location='Massachusetts', topic='Smoking'}	22
CompositeKeyWritable{location='Maryland', topic='Smoking'}	22
CompositeKeyWritable{location='Maine', topic='Smoking'}	22
CompositeKeyWritable{location='Louisiana', topic='Smoking'}	5
CompositeKeyWritable{location='South Carolina', topic='Smoking'}	1
CompositeKeyWritable{location='Louisiana', topic='Smoking'}	17
CompositeKeyWritable{location='Kentucky', topic='Smoking'}	22
CompositeKeyWritable{location='Kansas', topic='Smoking'}	22
CompositeKeyWritable{location='Iowa', topic='Smoking'}	22
CompositeKeyWritable{location='Indiana', topic='Smoking'}	22
CompositeKeyWritable{location='Illinois', topic='Smoking'}	22
CompositeKeyWritable{location='Idaho', topic='Smoking'}	21
CompositeKeyWritable{location='Hawaii', topic='Smoking'}	21
CompositeKeyWritable{location='Georgia', topic='Smoking'}	21
CompositeKeyWritable{location='Florida', topic='Smoking'}	21
CompositeKeyWritable{location='Washington DC', topic='Smoking'}	22
CompositeKeyWritable{location='Delaware', topic='Smoking'}	22
CompositeKeyWritable{location='Connecticut', topic='Smoking'}	22
CompositeKeyWritable{location='Colorado', topic='Smoking'}	22
CompositeKeyWritable{location='California', topic='Smoking'}	22
CompositeKeyWritable{location='Arkansas', topic='Smoking'}	21
CompositeKeyWritable{location='Arizona', topic='Smoking'}	22
CompositeKeyWritable{location='Alaska', topic='Smoking'}	20
CompositeKeyWritable{location='Alabama', topic='Smoking'}	22
CompositeKeyWritable{location='Alaska', topic='Smoking'}	1
CompositeKeyWritable{location='Hawaii', topic='Smoking'}	1
CompositeKeyWritable{location='Georgia', topic='Smoking'}	1
CompositeKeyWritable{location='Oregon', topic='Smoking'}	1
CompositeKeyWritable{location='Ohio', topic='Smoking'}	3
CompositeKeyWritable{location='Florida', topic='Smoking'}	1
CompositeKeyWritable{location='New York', topic='Smoking'}	1
CompositeKeyWritable{location='New Jersey', topic='Smoking'}	1
CompositeKeyWritable{location='New Hampshire', topic='Smoking'}	1
CompositeKeyWritable{location='Arkansas', topic='Smoking'}	1
CompositeKeyWritable{location='Nebraska', topic='Smoking'}	1
CompositeKeyWritable{location='Montana', topic='Smoking'}	1
CompositeKeyWritable{location='Idaho', topic='Smoking'}	1
CompositeKeyWritable{location='Alaska', topic='Smoking'}	1
CompositeKeyWritable{location='Wyoming', topic='Smoking'}	22
CompositeKeyWritable{location='Wisconsin', topic='Smoking'}	22
CompositeKeyWritable{location='West Virginia', topic='Smoking'}	22
CompositeKeyWritable{location='Washington', topic='Smoking'}	22
CompositeKeyWritable{location='Virginia', topic='Smoking'}	22
CompositeKeyWritable{location='Vermont', topic='Smoking'}	22
CompositeKeyWritable{location='Utah', topic='Smoking'}	22
CompositeKeyWritable{location='Texas', topic='Smoking'}	22
CompositeKeyWritable{location='Tennessee', topic='Smoking'}	22
CompositeKeyWritable{location='South Dakota', topic='Smoking'}	22
CompositeKeyWritable{location='South Carolina', topic='Smoking'}	22
CompositeKeyWritable{location='Rhode Island', topic='Smoking'}	22
CompositeKeyWritable{location='Pennsylvania', topic='Smoking'}	22
CompositeKeyWritable{location='Oregon', topic='Smoking'}	21
CompositeKeyWritable{location='Oklahoma', topic='Smoking'}	22
CompositeKeyWritable{location='Ohio', topic='Smoking'}	2
CompositeKeyWritable{location='Oregon', topic='Smoking'}	1
CompositeKeyWritable{location='Ohio', topic='Smoking'}	20
CompositeKeyWritable{location='North Dakota', topic='Smoking'}	22
CompositeKeyWritable{location='North Carolina', topic='Smoking'}	22
CompositeKeyWritable{location='New York', topic='Smoking'}	22
CompositeKeyWritable{location='New Mexico', topic='Smoking'}	22
CompositeKeyWritable{location='New Jersey', topic='Smoking'}	22
CompositeKeyWritable{location='New Hampshire', topic='Smoking'}	22
CompositeKeyWritable{location='Nevada', topic='Smoking'}	22
CompositeKeyWritable{location='Nebraska', topic='Smoking'}	22
CompositeKeyWritable{location='Montana', topic='Smoking'}	22
CompositeKeyWritable{location='Missouri', topic='Smoking'}	22
CompositeKeyWritable{location='Mississippi', topic='Smoking'}	22
CompositeKeyWritable{location='Minnesota', topic='Smoking'}	22
CompositeKeyWritable{location='Michigan', topic='Smoking'}	22
CompositeKeyWritable{location='Massachusetts', topic='Smoking'}	22
CompositeKeyWritable{location='Maryland', topic='Smoking'}	22
CompositeKeyWritable{location='Maine', topic='Smoking'}	22
CompositeKeyWritable{location='Louisiana', topic='Smoking'}	22
CompositeKeyWritable{location='Kentucky', topic='Smoking'}	22
CompositeKeyWritable{location='Kansas', topic='Smoking'}	21
CompositeKeyWritable{location='Iowa', topic='Smoking'}	6
CompositeKeyWritable{location='Kansas', topic='Smoking'}	1
CompositeKeyWritable{location='Iowa', topic='Smoking'}	16
CompositeKeyWritable{location='Indiana', topic='Smoking'}	22
CompositeKeyWritable{location='Illinois', topic='Smoking'}	22
CompositeKeyWritable{location='Idaho', topic='Smoking'}	22
CompositeKeyWritable{location='Hawaii', topic='Smoking'}	22
CompositeKeyWritable{location='Georgia', topic='Smoking'}	22
CompositeKeyWritable{location='Florida', topic='Smoking'}	22
CompositeKeyWritable{location='Washington DC', topic='Smoking'}	22
CompositeKeyWritable{location='Delaware', topic='Smoking'}	22
